ppm, BSLE010, BSLE046
267.9751,-0.3992,0.4085
268.0358,-0.4236,0.4479
268.0964,-0.4403,0.481
268.1571,-0.4412,0.4916
268.2178,-0.4203,0.4753
268.2784,-0.3775,0.441
268.3391,-0.3207,0.4049
268.3997,-0.2641,0.3817
268.4604,-0.2237,0.3782
268.5211,-0.2113,0.3927
268.5817,-0.2299,0.418
268.6424,-0.2711,0.4467
268.7031,-0.3171,0.4744
268.7637,-0.3442,0.4999
268.8244,-0.331,0.5246
268.885,-0.2653,0.5504
268.9457,-0.1499,0.5788
269.0064,-0.0041,0.6092
269.067,0.1424,0.6373
269.1277,0.2593,0.6549
269.1884,0.3268,0.6514
269.249,0.3417,0.6188
269.3097,0.317,0.5566
269.3703,0.2733,0.4735
269.431,0.2296,0.3847
269.4917,0.1959,0.3046
269.5523,0.1726,0.2404
269.613,0.1546,0.1907
269.6737,0.1369,0.1495
269.7343,0.1178,0.1136
269.795,0.0977,0.0875
269.8556,0.0773,0.0812
269.9163,0.0559,0.1038
269.977,0.0335,0.1543
270.0376,0.0134,0.2197
270.0983,0.004,0.2792
270.159,0.0162,0.3145
270.2196,0.0567,0.3187
270.2803,0.1215,0.2989
270.3409,0.1935,0.2718
270.4016,0.2475,0.2542
270.4623,0.2596,0.2554
270.5229,0.2176,0.2741
270.5836,0.1263,0.3016
270.6443,0.0042,0.3272
270.7049,-0.1259,0.3431
270.7656,-0.2471,0.3466
270.8262,-0.3542,0.3388
270.8869,-0.4514,0.3235
270.9476,-0.5439,0.3047
271.0082,-0.6286,0.2857
271.0689,-0.6912,0.2682
271.1296,-0.7112,0.2524
271.1902,-0.6737,0.2379
271.2509,-0.5801,0.2244
271.3115,-0.4512,0.2142
271.3722,-0.3203,0.2118
271.4329,-0.2193,0.2231
271.4935,-0.1654,0.2519
271.5542,-0.157,0.2965
271.6149,-0.1787,0.3494
271.6755,-0.2121,0.3985
271.7362,-0.2454,0.4323
271.7968,-0.2739,0.4442
271.8575,-0.2947,0.4348
271.9182,-0.3008,0.4118
271.9788,-0.281,0.3862
272.0395,-0.228,0.3688
272.1002,-0.1485,0.3659
272.1608,-0.0665,0.3786
272.2215,-0.0139,0.4023
272.2821,-0.0128,0.4294
272.3428,-0.0603,0.452
272.4035,-0.1265,0.4652
272.4641,-0.1701,0.4696
272.5248,-0.1632,0.4701
272.5855,-0.1084,0.4737
272.6461,-0.0389,0.4849
272.7068,0.0013,0.5026
272.7674,-0.0167,0.5199
272.8281,-0.0901,0.5275
272.8888,-0.1886,0.5189
272.9494,-0.2739,0.4939
273.0101,-0.3232,0.4596
273.0708,-0.3393,0.4266
273.1314,-0.3434,0.405
273.1921,-0.3566,0.4005
273.2527,-0.3849,0.4135
273.3134,-0.417,0.4401
273.3741,-0.4356,0.4739
273.4347,-0.4315,0.5068
273.4954,-0.4102,0.5295
273.5561,-0.3857,0.5325
273.6167,-0.3677,0.5097
273.6774,-0.3526,0.4618
273.738,-0.3265,0.3987
273.7987,-0.2772,0.3378
273.8594,-0.2068,0.2976
273.92,-0.1342,0.29
273.9807,-0.0853,0.3141
274.0414,-0.0771,0.3563
274.102,-0.1067,0.3965
274.1627,-0.152,0.4169
274.2233,-0.1841,0.41
274.284,-0.1821,0.3811
274.3447,-0.1421,0.3444
274.4053,-0.0761,0.3163
274.466,-0.0039,0.308
274.5267,0.0557,0.322
274.5873,0.0893,0.3527
274.648,0.0892,0.3901
274.7086,0.0528,0.4239
274.7693,-0.0163,0.4471
274.83,-0.1065,0.4563
274.8906,-0.1988,0.4519
274.9513,-0.2723,0.4364
275.012,-0.3128,0.4135
275.0726,-0.3207,0.3877
275.1333,-0.3095,0.3635
275.1939,-0.2983,0.3439
275.2546,-0.2986,0.33
275.3153,-0.3073,0.3194
275.3759,-0.3081,0.3079
275.4366,-0.2831,0.2921
275.4973,-0.2258,0.2726
275.5579,-0.149,0.2555
275.6186,-0.0808,0.2495
275.6792,-0.0525,0.2605
275.7399,-0.0831,0.2856
275.8006,-0.1701,0.3107
275.8612,-0.2898,0.3153
275.9219,-0.4066,0.2821
275.9826,-0.4872,0.2073
276.0432,-0.5128,0.1049
276.1039,-0.4849,0.002
276.1645,-0.4233,-0.0739
276.2252,-0.3564,-0.1066
276.2859,-0.3088,-0.0978
276.3465,-0.291,-0.0625
276.4072,-0.295,-0.0185
276.4679,-0.2991,0.024
276.5285,-0.28,0.0657
276.5892,-0.2249,0.1137
276.6498,-0.1388,0.1725
276.7105,-0.042,0.2395
276.7712,0.0406,0.3064
276.8318,0.0921,0.3664
276.8925,0.111,0.4205
276.9532,0.1094,0.4773
277.0138,0.1037,0.546
277.0745,0.1057,0.6276
277.1351,0.1172,0.7103
277.1958,0.1326,0.7743
277.2565,0.1458,0.802
277.3171,0.155,0.7888
277.3778,0.1625,0.7454
277.4385,0.1707,0.6924
277.4991,0.1775,0.6493
277.5598,0.1756,0.6262
277.6204,0.1566,0.622
277.6811,0.1171,0.6282
277.7418,0.061,0.6358
277.8024,-0.0021,0.6384
277.8631,-0.0628,0.6318
277.9237,-0.1165,0.6124
277.9844,-0.1645,0.5758
278.0451,-0.2099,0.52
278.1057,-0.2532,0.4478
278.1664,-0.2894,0.368
278.2271,-0.3102,0.292
278.2877,-0.3085,0.2284
278.3484,-0.2819,0.1794
278.409,-0.2342,0.1419
278.4697,-0.1733,0.1125
278.5304,-0.1087,0.0927
278.591,-0.0502,0.0896
278.6517,-0.0075,0.1112
278.7124,0.01,0.1598
278.773,-0.0043,0.2279
278.8337,-0.05,0.3005
278.8943,-0.1176,0.3621
278.955,-0.1902,0.4039
279.0157,-0.2494,0.426
279.0763,-0.2832,0.4338
279.137,-0.2915,0.4313
279.1977,-0.2844,0.4167
279.2583,-0.276,0.384
279.319,-0.276,0.3292
279.3796,-0.2846,0.2564
279.4403,-0.2936,0.1788
279.501,-0.2926,0.1129
279.5616,-0.2756,0.0699
279.6223,-0.2442,0.0499
279.683,-0.2066,0.0429
279.7436,-0.1725,0.0362
279.8043,-0.1494,0.0236
279.8649,-0.1402,0.0111
279.9256,-0.145,0.0145
279.9863,-0.1626,0.0507
280.0469,-0.1918,0.1284
280.1076,-0.2313,0.2424
280.1683,-0.2781,0.375
280.2289,-0.3267,0.5027
280.2896,-0.3703,0.6049
280.3502,-0.4019,0.6701
280.4109,-0.416,0.6973
280.4716,-0.4097,0.694
280.5322,-0.3816,0.672
280.5929,-0.3314,0.6436
280.6536,-0.2606,0.6181
280.7142,-0.1723,0.6004
280.7749,-0.0731,0.5896
280.8355,0.0269,0.5794
280.8962,0.1155,0.561
280.9569,0.181,0.5271
281.0175,0.2161,0.476
281.0782,0.2213,0.4137
281.1389,0.2059,0.352
281.1995,0.1861,0.302
281.2602,0.1788,0.2685
281.3208,0.1949,0.2466
281.3815,0.2322,0.2245
281.4422,0.2755,0.191
281.5028,0.3018,0.1438
281.5635,0.291,0.0918
281.6242,0.2369,0.0514
281.6848,0.1514,0.0376
281.7455,0.0599,0.0549
281.8061,-0.0112,0.0952
281.8668,-0.0469,0.1422
281.9275,-0.0502,0.1812
281.9881,-0.0385,0.2066
282.0488,-0.0307,0.2224
282.1095,-0.0358,0.2366
282.1701,-0.0467,0.2531
282.2308,-0.0466,0.2672
282.2914,-0.021,0.2683
282.3521,0.0306,0.2481
282.4128,0.0922,0.2075
282.4734,0.1394,0.1586
282.5341,0.1535,0.1194
282.5948,0.1337,0.1045
282.6554,0.0983,0.1178
282.7161,0.0761,0.1513
282.7767,0.0906,0.1901
282.8374,0.1479,0.2193
282.8981,0.2334,0.2294
282.9587,0.3194,0.2188
283.0194,0.3793,0.1917
283.0801,0.3996,0.1566
283.1407,0.3859,0.1243
283.2014,0.3578,0.1062
283.262,0.3381,0.1116
283.3227,0.3407,0.1441
283.3834,0.3634,0.1994
283.444,0.3894,0.2659
283.5047,0.3972,0.3297
283.5654,0.3726,0.3807
283.626,0.3174,0.4157
283.6867,0.2507,0.4378
283.7473,0.199,0.4513
283.808,0.1828,0.4569
283.8687,0.2052,0.4506
283.9293,0.2487,0.4275
283.99,0.2851,0.3876
284.0507,0.29,0.3387
284.1113,0.2569,0.2952
284.172,0.1998,0.2713
284.2326,0.1442,0.2747
284.2933,0.1113,0.3047
284.354,0.1054,0.3527
284.4146,0.1119,0.4072
284.4753,0.1078,0.4563
284.536,0.0772,0.4901
284.5966,0.0217,0.501
284.6573,-0.0406,0.4865
284.7179,-0.0865,0.4518
284.7786,-0.102,0.41
284.8393,-0.089,0.3778
284.8999,-0.0624,0.3665
284.9606,-0.0383,0.3742
285.0213,-0.0231,0.385
285.0819,-0.0113,0.378
285.1426,0.0094,0.3418
285.2032,0.0471,0.285
285.2639,0.1001,0.2343
285.3246,0.1575,0.219
285.3852,0.2076,0.2521
285.4459,0.2444,0.3197
285.5066,0.2703,0.3879
285.5672,0.2919,0.4223
285.6279,0.313,0.4093
285.6885,0.3314,0.3635
285.7492,0.3408,0.3169
285.8099,0.3366,0.2966
285.8705,0.3205,0.3066
285.9312,0.3003,0.3254
285.9919,0.2841,0.3206
286.0525,0.2744,0.2708
286.1132,0.2663,0.1793
286.1738,0.2505,0.0727
286.2345,0.22,-0.0152
286.2952,0.1755,-0.0611
286.3558,0.1252,-0.0616
286.4165,0.0814,-0.0304
286.4772,0.0533,0.0131
286.5378,0.0441,0.0537
286.5985,0.0501,0.0845
286.6591,0.063,0.1045
286.7198,0.0733,0.1149
286.7805,0.0722,0.1181
286.8411,0.0533,0.118
286.9018,0.0142,0.1209
286.9625,-0.0409,0.1321
287.0231,-0.1012,0.1521
287.0838,-0.152,0.1751
287.1444,-0.1806,0.1927
287.2051,-0.1823,0.2021
287.2658,-0.1635,0.2115
287.3264,-0.1383,0.2369
287.3871,-0.121,0.292
287.4478,-0.1182,0.3761
287.5084,-0.1262,0.4706
287.5691,-0.135,0.5472
287.6297,-0.1358,0.5848
287.6904,-0.1273,0.5829
287.7511,-0.1168,0.5624
287.8117,-0.1147,0.5537
287.8724,-0.1273,0.5774
287.9331,-0.1522,0.6332
287.9937,-0.1792,0.7014
288.0544,-0.1958,0.7566
288.115,-0.1926,0.7827
288.1757,-0.167,0.7791
288.2364,-0.1219,0.7558
288.297,-0.0623,0.7218
288.3577,0.0068,0.6776
288.4184,0.0821,0.6162
288.479,0.1608,0.5323
288.5397,0.2402,0.4302
288.6003,0.3163,0.3244
288.661,0.3844,0.2319
288.7217,0.4377,0.1625
288.7823,0.4678,0.114
288.843,0.465,0.0774
288.9037,0.4221,0.0464
288.9643,0.3392,0.0243
289.025,0.2278,0.0228
289.0856,0.1096,0.0529
289.1463,0.0103,0.115
289.207,-0.0517,0.1963
289.2676,-0.0741,0.277
289.3283,-0.0726,0.3411
289.389,-0.0748,0.3849
289.4496,-0.1074,0.4166
289.5103,-0.1844,0.4479
289.5709,-0.3009,0.4856
289.6316,-0.4361,0.5264
289.6923,-0.5621,0.5602
289.7529,-0.6542,0.5776
289.8136,-0.6979,0.5753
289.8743,-0.6915,0.5568
289.9349,-0.6432,0.5283
289.9956,-0.5667,0.4944
290.0562,-0.4767,0.4567
290.1169,-0.3849,0.4163
290.1776,-0.299,0.3771
290.2382,-0.2221,0.3453
290.2989,-0.1553,0.3259
290.3596,-0.1,0.3188
290.4202,-0.0597,0.3171
290.4809,-0.0397,0.3119
290.5415,-0.0438,0.2992
290.6022,-0.0704,0.2849
290.6629,-0.1111,0.2824
290.7235,-0.1519,0.3049
290.7842,-0.1789,0.3555
290.8449,-0.1835,0.4231
290.9055,-0.1655,0.4864
290.9662,-0.1311,0.5247
291.0268,-0.0889,0.5284
291.0875,-0.046,0.5037
291.1482,-0.0057,0.4671
291.2088,0.031,0.4365
291.2695,0.0634,0.4212
291.3302,0.0903,0.4202
291.3908,0.1109,0.4263
291.4515,0.1259,0.4333
291.5121,0.1376,0.441
291.5728,0.1471,0.454
291.6335,0.1528,0.4756
291.6941,0.1505,0.5029
291.7548,0.1361,0.5261
291.8154,0.1106,0.5327
291.8761,0.0817,0.5156
291.9368,0.061,0.4772
291.9974,0.0579,0.429
292.0581,0.0735,0.3858
292.1188,0.0995,0.3584
292.1794,0.1231,0.3497
292.2401,0.1347,0.3558
292.3007,0.1336,0.3694
292.3614,0.1274,0.3842
292.4221,0.1258,0.3953
292.4827,0.1342,0.3983
292.5434,0.1503,0.388
292.6041,0.1666,0.3594
292.6647,0.1763,0.3115
292.7254,0.1778,0.2507
292.786,0.1743,0.1909
292.8467,0.1701,0.15
292.9074,0.1662,0.1423
292.968,0.1594,0.1739
293.0287,0.1452,0.2406
293.0894,0.1217,0.3316
293.15,0.0917,0.4339
293.2107,0.0609,0.5359
293.2713,0.0348,0.6276
293.332,0.0162,0.6996
293.3927,0.0066,0.7437
293.4533,0.0076,0.7555
293.514,0.0218,0.739
293.5747,0.0499,0.7086
293.6353,0.0864,0.6849
293.696,0.1177,0.6865
293.7566,0.1266,0.7203
293.8173,0.1004,0.7769
293.878,0.0403,0.8335
293.9386,-0.0369,0.8637
293.9993,-0.1051,0.8489
294.06,-0.1413,0.7858
294.1206,-0.136,0.6869
294.1813,-0.096,0.575
294.2419,-0.0388,0.4759
294.3026,0.0177,0.4112
294.3633,0.0624,0.3939
294.4239,0.0912,0.4261
294.4846,0.1033,0.4988
294.5453,0.0958,0.5933
294.6059,0.064,0.6871
294.6666,0.006,0.7603
294.7272,-0.0724,0.8041
294.7879,-0.1565,0.823
294.8486,-0.2272,0.8317
294.9092,-0.2686,0.8454
294.9699,-0.2733,0.8701
295.0306,-0.2426,0.8983
295.0912,-0.1826,0.9133
295.1519,-0.0996,0.8989
295.2125,-0.0002,0.8504
295.2732,0.1071,0.7782
295.3339,0.2081,0.703
295.3945,0.2852,0.6454
295.4552,0.3233,0.6154
295.5159,0.3169,0.6089
295.5765,0.2739,0.6106
295.6372,0.2111,0.6024
295.6978,0.146,0.5721
295.7585,0.0884,0.5178
295.8192,0.0384,0.4476
295.8798,-0.0096,0.3754
295.9405,-0.0596,0.3152
296.0012,-0.1103,0.276
296.0618,-0.1567,0.2582
296.1225,-0.1958,0.2532
296.1831,-0.2301,0.2465
296.2438,-0.2665,0.2243
296.3045,-0.3098,0.1809
296.3651,-0.357,0.1232
296.4258,-0.3964,0.0686
296.4865,-0.4132,0.0377
296.5471,-0.3981,0.0432
296.6078,-0.3539,0.0836
296.6684,-0.2933,0.1439
296.7291,-0.2324,0.2036
296.7898,-0.1826,0.2488
296.8504,-0.1483,0.2784
296.9111,-0.1289,0.3036
296.9718,-0.1247,0.339
297.0324,-0.1389,0.3924
297.0931,-0.1746,0.4588
297.1537,-0.2275,0.5223
297.2144,-0.2816,0.5644
297.2751,-0.3128,0.5728
297.3357,-0.2984,0.547
297.3964,-0.2295,0.4975
297.4571,-0.1176,0.4406
297.5177,0.0094,0.3924
297.5784,0.1191,0.3631
297.639,0.1883,0.356
297.6997,0.2112,0.3673
297.7604,0.1978,0.3886
297.821,0.1661,0.4103
297.8817,0.1319,0.4256
297.9424,0.1031,0.433
298.003,0.0801,0.4371
298.0637,0.0596,0.4459
298.1243,0.04,0.4657
298.185,0.0227,0.4962
298.2457,0.0106,0.53
298.3063,0.0056,0.5556
298.367,0.0063,0.5642
298.4277,0.0083,0.5543
298.4883,0.0062,0.5334
298.549,-0.0036,0.5137
298.6096,-0.0213,0.5056
298.6703,-0.0432,0.5128
298.731,-0.0634,0.5315
298.7916,-0.0757,0.5534
298.8523,-0.0765,0.5698
298.913,-0.067,0.5757
298.9736,-0.0526,0.5702
299.0343,-0.0405,0.5552
299.0949,-0.0366,0.5348
299.1556,-0.0416,0.5133
299.2163,-0.0507,0.495
299.2769,-0.057,0.4823
299.3376,-0.0559,0.4743
299.3983,-0.0496,0.4655
299.4589,-0.0468,0.4476
299.5196,-0.0589,0.4137
299.5802,-0.0931,0.3627
299.6409,-0.1476,0.3014
299.7016,-0.211,0.2419
299.7622,-0.2679,0.1957
299.8229,-0.3054,0.1686
299.8836,-0.3188,0.1576
299.9442,-0.3126,0.1548
300.0049,-0.2972,0.1526
300.0655,-0.2825,0.1486
300.1262,-0.2743,0.1464
300.1869,-0.2725,0.151
300.2475,-0.2738,0.1647
300.3082,-0.2744,0.1837
300.3689,-0.2722,0.2009
300.4295,-0.2678,0.2109
300.4902,-0.2633,0.214
300.5508,-0.261,0.2172
300.6115,-0.2624,0.2292
300.6722,-0.2669,0.255
300.7328,-0.2722,0.2914
300.7935,-0.2742,0.3286
300.8542,-0.2687,0.3552
300.9148,-0.253,0.3641
300.9755,-0.2282,0.3567
301.0361,-0.1995,0.3414
301.0968,-0.1738,0.33
301.1575,-0.1565,0.3319
301.2181,-0.1481,0.3517
301.2788,-0.1441,0.3889
301.3395,-0.1373,0.4405
301.4001,-0.1231,0.5025
301.4608,-0.1018,0.5713
301.5214,-0.0787,0.6426
301.5821,-0.0596,0.7108
301.6428,-0.0467,0.7694
301.7034,-0.0365,0.8133
301.7641,-0.0229,0.8407
301.8248,-0.0022,0.8543
301.8854,0.0222,0.8597
301.9461,0.0402,0.8614
302.0067,0.0396,0.8602
302.0674,0.0124,0.8517
302.1281,-0.0404,0.8303
302.1887,-0.11,0.7932
302.2494,-0.1842,0.7436
302.3101,-0.2536,0.6907
302.3707,-0.3136,0.6443
302.4314,-0.3637,0.6096
302.492,-0.4037,0.5848
302.5527,-0.4312,0.5635
302.6134,-0.4416,0.5412
302.674,-0.4311,0.5215
302.7347,-0.3995,0.5158
302.7954,-0.3515,0.5377
302.856,-0.2947,0.593
302.9167,-0.2368,0.6736
302.9773,-0.183,0.7585
303.038,-0.1359,0.8229
303.0987,-0.0966,0.8494
303.1593,-0.065,0.8358
303.22,-0.0404,0.7936
303.2807,-0.021,0.7402
303.3413,-0.0041,0.6895
303.402,0.0122,0.6473
303.4626,0.0281,0.6129
303.5233,0.0413,0.5841
303.584,0.0499,0.5604
303.6446,0.0546,0.5419
303.7053,0.0604,0.5249
303.766,0.0747,0.4997
303.8266,0.1027,0.4543
303.8873,0.1434,0.3822
303.9479,0.1884,0.2902
304.0086,0.2258,0.1995
304.0693,0.2452,0.137
304.1299,0.2421,0.1227
304.1906,0.2167,0.159
304.2513,0.171,0.2295
304.3119,0.1056,0.3076
304.3726,0.0203,0.3689
304.4332,-0.0816,0.4002
304.4939,-0.1896,0.4009
304.5546,-0.2858,0.3778
304.6152,-0.3517,0.3384
304.6759,-0.3769,0.2882
304.7366,-0.3642,0.2323
304.7972,-0.3274,0.1774
304.8579,-0.2824,0.1316
304.9185,-0.2381,0.0998
304.9792,-0.1926,0.0797
305.0399,-0.1385,0.0615
305.1005,-0.072,0.0334
305.1612,-0.0001,-0.0101
305.2219,0.0622,-0.0629
305.2825,0.1003,-0.1102
305.3432,0.11,-0.1381
305.4038,0.1007,-0.1426
305.4645,0.0889,-0.1323
305.5252,0.0867,-0.1219
305.5858,0.0943,-0.1209
305.6465,0.1014,-0.1263
305.7072,0.0959,-0.1232
305.7678,0.0745,-0.0955
305.8285,0.0457,-0.0367
305.8891,0.0236,0.0454
305.9498,0.0184,0.133
306.0105,0.029,0.2102
306.0711,0.0448,0.2715
306.1318,0.0547,0.3232
306.1924,0.0548,0.3755
306.2531,0.0506,0.4325
306.3138,0.0499,0.4872
306.3744,0.0542,0.525
306.4351,0.055,0.5338
306.4958,0.0384,0.5124
306.5564,-0.005,0.4719
306.6171,-0.0728,0.4292
306.6777,-0.1517,0.3976
306.7384,-0.2261,0.3809
306.7991,-0.2875,0.3738
306.8597,-0.3372,0.3691
306.9204,-0.3802,0.3633
306.9811,-0.4153,0.3589
307.0417,-0.4305,0.3615
307.1024,-0.408,0.3738
307.163,-0.337,0.3925
307.2237,-0.2251,0.4094
307.2844,-0.099,0.4156
307.345,0.0067,0.406
307.4057,0.0662,0.3811
307.4664,0.0738,0.3452
307.527,0.0427,0.305
307.5877,-0.0067,0.2683
307.6483,-0.0604,0.2434
307.709,-0.1172,0.2384
307.7697,-0.1834,0.2578
307.8303,-0.2619,0.2987
307.891,-0.3447,0.3484
307.9517,-0.4146,0.3878
308.0123,-0.4562,0.3988
308.073,-0.4668,0.3743
308.1336,-0.4597,0.323
308.1943,-0.4558,0.2666
308.255,-0.47,0.2287
308.3156,-0.5003,0.2231
308.3763,-0.5284,0.2461
308.437,-0.5305,0.2792
308.4976,-0.4921,0.2998
308.5583,-0.4169,0.2937
308.6189,-0.325,0.2628
308.6796,-0.2423,0.2234
308.7403,-0.1882,0.1979
308.8009,-0.1685,0.2033
308.8616,-0.1776,0.2445
308.9223,-0.2048,0.3136
308.9829,-0.2416,0.3954
309.0436,-0.2831,0.4753
309.1042,-0.3252,0.5446
309.1649,-0.3605,0.6027
309.2256,-0.378,0.6539
309.2862,-0.3673,0.7034
309.3469,-0.3251,0.752
309.4076,-0.2601,0.7943
309.4682,-0.1915,0.8195
309.5289,-0.1411,0.8162
309.5895,-0.1242,0.7789
309.6502,-0.1422,0.713
309.7109,-0.1829,0.6354
309.7715,-0.2272,0.5692
309.8322,-0.2584,0.5334
309.8929,-0.2697,0.5349
309.9535,-0.2656,0.5652
310.0142,-0.2569,0.6061
310.0748,-0.253,0.6407
310.1355,-0.2562,0.663
310.1962,-0.2603,0.68
310.2568,-0.2547,0.7049
310.3175,-0.2306,0.7456
310.3782,-0.1866,0.7964
310.4388,-0.1297,0.8389
310.4995,-0.0727,0.8527
310.5601,-0.0284,0.8274
310.6208,-0.0047,0.7699
310.6815,-0.0022,0.6998
310.7421,-0.015,0.6383
310.8028,-0.0345,0.5962
310.8635,-0.0546,0.571
310.9241,-0.0748,0.5534
310.9848,-0.1011,0.5393
311.0454,-0.1423,0.5355
311.1061,-0.2036,0.5565
311.1668,-0.2804,0.6121
311.2274,-0.3561,0.6961
311.2881,-0.4058,0.7838
311.3488,-0.4072,0.8425
311.4094,-0.3528,0.8491
311.4701,-0.2564,0.8033
311.5307,-0.1503,0.7282
311.5914,-0.0715,0.6575
311.6521,-0.0441,0.6169
311.7127,-0.0671,0.6111
311.7734,-0.1159,0.6244
311.8341,-0.1558,0.6321
311.8947,-0.1613,0.6169
311.9554,-0.1294,0.5777
312.016,-0.0798,0.5283
312.0767,-0.0412,0.4867
312.1374,-0.0346,0.4636
312.198,-0.0617,0.4565
312.2587,-0.1063,0.4527
312.3194,-0.1464,0.438
312.38,-0.1673,0.4053
312.4407,-0.1685,0.3586
312.5013,-0.1599,0.3111
312.562,-0.1518,0.2789
312.6227,-0.1468,0.2748
312.6833,-0.1397,0.3046
312.744,-0.1229,0.3659
312.8047,-0.0945,0.4502
312.8653,-0.0606,0.5454
312.926,-0.0308,0.6385
312.9866,-0.0106,0.718
313.0473,0.0034,0.7757
313.108,0.0214,0.8074
313.1686,0.0525,0.8131
313.2293,0.0963,0.7973
313.29,0.1406,0.7682
313.3506,0.1667,0.7358
313.4113,0.1592,0.7093
313.4719,0.1144,0.694
313.5326,0.0432,0.6877
313.5933,-0.0332,0.6811
313.6539,-0.0923,0.6605
313.7146,-0.1183,0.6149
313.7753,-0.1075,0.542
313.8359,-0.0701,0.4509
313.8966,-0.0266,0.3598
313.9572,-0.0018,0.2886
314.0179,-0.016,0.2507
314.0786,-0.0766,0.2496
314.1392,-0.1728,0.2797
314.1999,-0.277,0.3312
314.2606,-0.3554,0.395
314.3212,-0.3815,0.4638
314.3819,-0.3491,0.5308
314.4425,-0.2755,0.5867
314.5032,-0.1942,0.6218
314.5639,-0.1392,0.6291
314.6245,-0.1305,0.6103
314.6852,-0.167,0.5772
314.7459,-0.2306,0.5479
314.8065,-0.2976,0.5392
314.8672,-0.3509,0.5593
314.9278,-0.3849,0.6052
314.9885,-0.4036,0.6665
315.0492,-0.4131,0.7308
315.1098,-0.4157,0.7886
315.1705,-0.4087,0.8334
315.2312,-0.3881,0.8591
315.2918,-0.3541,0.8587
315.3525,-0.3133,0.8263
315.4131,-0.2769,0.7623
315.4738,-0.2558,0.6769
315.5345,-0.2549,0.589
315.5951,-0.2705,0.5179
315.6558,-0.2925,0.4736
315.7165,-0.3093,0.4516
315.7771,-0.3136,0.4353
315.8378,-0.3061,0.4062
315.8984,-0.2944,0.3552
315.9591,-0.2889,0.2878
316.0198,-0.2963,0.2211
316.0804,-0.3144,0.1743
316.1411,-0.3326,0.1589
316.2018,-0.3361,0.1744
316.2624,-0.3151,0.2105
316.3231,-0.2713,0.2533
316.3837,-0.2196,0.2917
316.4444,-0.1827,0.319
316.5051,-0.1812,0.3324
316.5657,-0.224,0.3314
316.6264,-0.305,0.3172
316.6871,-0.4057,0.2932
316.7477,-0.5031,0.2658
316.8084,-0.5769,0.2426
316.869,-0.6141,0.2291
316.9297,-0.6103,0.2264
316.9904,-0.5696,0.2314
317.051,-0.5036,0.2406
317.1117,-0.4314,0.2539
317.1724,-0.3758,0.2763
317.233,-0.3556,0.3144
317.2937,-0.3772,0.3701
317.3543,-0.4284,0.4351
317.415,-0.482,0.4911
317.4757,-0.5081,0.517
317.5363,-0.4894,0.499
317.597,-0.4314,0.4384
317.6577,-0.3588,0.3526
317.7183,-0.3013,0.2663
317.779,-0.2757,0.1999
317.8396,-0.2763,0.1593
317.9003,-0.2798,0.1351
317.961,-0.2599,0.1101
318.0216,-0.2047,0.0716
318.0823,-0.1232,0.0215
318.143,-0.0393,-0.0243
318.2036,0.0215,-0.0442
318.2643,0.0444,-0.0248
318.3249,0.0286,0.0302
318.3856,-0.0177,0.0997
318.4463,-0.0849,0.1565
318.5069,-0.165,0.1812
318.5676,-0.2488,0.1722
318.6283,-0.3217,0.1451
318.6889,-0.3642,0.1216
318.7496,-0.3596,0.1164
318.8102,-0.3047,0.1293
318.8709,-0.2156,0.1475
318.9316,-0.1219,0.1559
318.9922,-0.0529,0.1483
319.0529,-0.0225,0.1318
319.1136,-0.0245,0.1215
319.1742,-0.0394,0.1306
319.2349,-0.0496,0.1625
319.2955,-0.0506,0.2108
319.3562,-0.0524,0.2655
319.4169,-0.0692,0.3211
319.4775,-0.1068,0.3788
319.5382,-0.1565,0.4426
319.5989,-0.1996,0.5111
319.6595,-0.2201,0.573
319.7202,-0.2136,0.6113
319.7808,-0.1887,0.612
319.8415,-0.1586,0.5746
319.9022,-0.1305,0.514
319.9628,-0.1014,0.4544
320.0235,-0.0626,0.4179
320.0841,-0.01,0.4149
320.1448,0.0492,0.4424
320.2055,0.0983,0.4888
320.2661,0.1205,0.5412
320.3268,0.11,0.59
320.3875,0.076,0.6278
320.4481,0.0377,0.6484
320.5088,0.0128,0.6459
320.5694,0.008,0.6194
320.6301,0.0174,0.5776
320.6908,0.028,0.539
320.7514,0.0289,0.5257
320.8121,0.0173,0.5517
320.8728,-0.0019,0.6146
320.9334,-0.0207,0.6946
320.9941,-0.0335,0.7636
321.0547,-0.0387,0.7987
321.1154,-0.0379,0.7918
321.1761,-0.0335,0.7508
321.2367,-0.0279,0.6917
321.2974,-0.024,0.6289
321.3581,-0.0263,0.5692
321.4187,-0.0394,0.5129
321.4794,-0.0645,0.4588
321.54,-0.097,0.4084
321.6007,-0.1269,0.3657
321.6614,-0.1438,0.3338
321.722,-0.1434,0.3116
321.7827,-0.1313,0.2942
321.8434,-0.121,0.277
321.904,-0.1275,0.2593
321.9647,-0.1592,0.245
322.0253,-0.2133,0.2379
322.086,-0.2772,0.2369
322.1467,-0.3344,0.2343
322.2073,-0.3721,0.2188
322.268,-0.3859,0.1834
322.3287,-0.3801,0.1307
322.3893,-0.3642,0.0725
322.45,-0.3476,0.024
322.5106,-0.3354,-0.0036
322.5713,-0.3259,-0.0081
322.632,-0.3116,0.0055
322.6926,-0.2829,0.0293
322.7533,-0.2335,0.058
322.814,-0.165,0.0888
322.8746,-0.0891,0.1194
322.9353,-0.0242,0.1449
322.9959,0.0131,0.1583
